-9.999669e+00 -1.140257e+01 -1.206891e+01 -1.228422e+01 -1.216748e+01 -1.180544e+01 -1.139884e+01 -1.157331e+01 -1.263878e+01 -1.376530e+01 -1.443288e+01 -1.469983e+01 -1.467503e+01 -1.455503e+01 -1.480174e+01 -1.551192e+01 -1.579735e+01 -1.547681e+01 -1.462031e+01 -1.327359e+01 -1.143814e+01 -9.051685e+00 -5.875521e+00 
-9.315004e+00 -1.072173e+01 -1.139293e+01 -1.161419e+01 -1.150463e+01 -1.115252e+01 -1.077267e+01 -1.101892e+01 -1.212929e+01 -1.330388e+01 -1.401325e+01 -1.437405e+01 -1.460345e+01 -1.518706e+01 -1.582496e+01 -1.633746e+01 -1.647235e+01 -1.609227e+01 -1.521492e+01 -1.386687e+01 -1.205693e+01 -9.742492e+00 -6.719743e+00 
-8.698150e+00 -1.011088e+01 -1.078990e+01 -1.102082e+01 -1.092320e+01 -1.059085e+01 -1.028282e+01 -1.071396e+01 -1.193190e+01 -1.321421e+01 -1.413530e+01 -1.512817e+01 -1.650498e+01 -1.802972e+01 -1.871586e+01 -1.874123e+01 -1.830809e+01 -1.750101e+01 -1.633984e+01 -1.481523e+01 -1.293031e+01 -1.066070e+01 -7.808489e+00 
-8.298612e+00 -9.719443e+00 -1.040886e+01 -1.065237e+01 -1.057022e+01 -1.026729e+01 -1.007765e+01 -1.076195e+01 -1.212990e+01 -1.362498e+01 -1.493371e+01 -1.647011e+01 -1.818466e+01 -1.979137e+01 -2.047426e+01 -2.045006e+01 -1.991227e+01 -1.895724e+01 -1.762827e+01 -1.594406e+01 -1.397275e+01 -1.177131e+01 -9.118430e+00 
-8.143588e+00 -9.572216e+00 -1.027120e+01 -1.052589e+01 -1.045722e+01 -1.018312e+01 -1.011298e+01 -1.102966e+01 -1.262609e+01 -1.455381e+01 -1.629064e+01 -1.809827e+01 -1.991414e+01 -2.152369e+01 -2.219774e+01 -2.215647e+01 -2.158475e+01 -2.057384e+01 -1.916436e+01 -1.737758e+01 -1.532206e+01 -1.314304e+01 -1.059868e+01 
-8.154235e+00 -9.588868e+00 -1.029484e+01 -1.055737e+01 -1.049803e+01 -1.024673e+01 -1.027362e+01 -1.138753e+01 -1.323475e+01 -1.549632e+01 -1.740392e+01 -1.927590e+01 -2.110798e+01 -2.271057e+01 -2.338153e+01 -2.333824e+01 -2.276288e+01 -2.174494e+01 -2.032332e+01 -1.852379e+01 -1.651217e+01 -1.447237e+01 -1.205180e+01 
-8.212417e+00 -9.651118e+00 -1.036166e+01 -1.062925e+01 -1.057590e+01 -1.034020e+01 -1.043193e+01 -1.168139e+01 -1.370052e+01 -1.612594e+01 -1.809177e+01 -1.998056e+01 -2.181461e+01 -2.341162e+01 -2.408216e+01 -2.404094e+01 -2.346940e+01 -2.245712e+01 -2.104340e+01 -1.927717e+01 -1.747552e+01 -1.573924e+01 -1.347539e+01 
-8.192833e+00 -9.634248e+00 -1.034791e+01 -1.061908e+01 -1.057006e+01 -1.034438e+01 -1.047250e+01 -1.179937e+01 -1.392406e+01 -1.643591e+01 -1.842727e+01 -2.032207e+01 -2.215640e+01 -2.374973e+01 -2.442124e+01 -2.438398e+01 -2.381984e+01 -2.281945e+01 -2.142408e+01 -1.975630e+01 -1.840868e+01 -1.702365e+01 -1.488025e+01 
-8.051787e+00 -9.495249e+00 -1.021153e+01 -1.048602e+01 -1.044133e+01 -1.022349e+01 -1.037158e+01 -1.174245e+01 -1.397227e+01 -1.656753e+01 -1.857970e+01 -2.047955e+01 -2.231594e+01 -2.390497e+01 -2.457723e+01 -2.454492e+01 -2.399146e+01 -2.301017e+01 -2.164719e+01 -2.023102e+01 -1.952374e+01 -1.837140e+01 -1.629556e+01 
-7.829751e+00 -9.274980e+00 -9.993980e+00 -1.027252e+01 -1.023356e+01 -1.002430e+01 -1.018402e+01 -1.158160e+01 -1.395842e+01 -1.665647e+01 -1.868994e+01 -2.059443e+01 -2.243327e+01 -2.401551e+01 -2.468758e+01 -2.466158e+01 -2.412432e+01 -2.317392e+01 -2.186502e+01 -2.094519e+01 -2.078467e+01 -1.973756e+01 -1.769814e+01 
-7.565941e+00 -9.012859e+00 -9.735245e+00 -1.001940e+01 -9.988710e+00 -9.790297e+00 -9.955962e+00 -1.136673e+01 -1.390054e+01 -1.668758e+01 -1.873435e+01 -2.063977e+01 -2.247911e+01 -2.405522e+01 -2.472859e+01 -2.471387e+01 -2.420496e+01 -2.330625e+01 -2.208611e+01 -2.192420e+01 -2.209342e+01 -2.109396e+01 -1.908218e+01 
-7.235727e+00 -8.684455e+00 -9.411655e+00 -9.704096e+00 -9.685381e+00 -9.500919e+00 -9.666917e+00 -1.107752e+01 -1.373686e+01 -1.658282e+01 -1.862272e+01 -2.052193e+01 -2.236032e+01 -2.393549e+01 -2.461859e+01 -2.463912e+01 -2.421083e+01 -2.344133e+01 -2.242668e+01 -2.315512e+01 -2.346592e+01 -2.248318e+01 -2.048929e+01 
-6.784199e+00 -8.235057e+00 -8.969760e+00 -9.275254e+00 -9.274676e+00 -9.109375e+00 -9.269702e+00 -1.067930e+01 -1.349105e+01 -1.639569e+01 -1.834231e+01 -2.020187e+01 -2.203500e+01 -2.361794e+01 -2.433071e+01 -2.444390e+01 -2.419708e+01 -2.365543e+01 -2.298430e+01 -2.440777e+01 -2.476249e+01 -2.378721e+01 -2.180798e+01 
-6.178083e+00 -7.631718e+00 -8.380025e+00 -8.709319e+00 -8.740468e+00 -8.606230e+00 -8.752502e+00 -1.022300e+01 -1.342819e+01 -1.645668e+01 -1.805321e+01 -1.971568e+01 -2.151164e+01 -2.311320e+01 -2.389193e+01 -2.418330e+01 -2.420601e+01 -2.391882e+01 -2.369758e+01 -2.565281e+01 -2.602341e+01 -2.504762e+01 -2.307642e+01 
-5.413146e+00 -6.870909e+00 -7.652134e+00 -8.038033e+00 -8.139235e+00 -8.067170e+00 -8.181254e+00 -9.972678e+00 -1.384505e+01 -1.701958e+01 -1.815215e+01 -1.924479e+01 -2.083905e+01 -2.246061e+01 -2.336538e+01 -2.392595e+01 -2.424445e+01 -2.419613e+01 -2.456748e+01 -2.684673e+01 -2.722168e+01 -2.624514e+01 -2.428269e+01 
-4.503967e+00 -5.968473e+00 -6.843521e+00 -7.372493e+00 -7.621117e+00 -7.659382e+00 -7.718769e+00 -1.007152e+01 -1.433961e+01 -1.758417e+01 -1.852870e+01 -1.905812e+01 -2.012862e+01 -2.174765e+01 -2.294484e+01 -2.390899e+01 -2.454173e+01 -2.470961e+01 -2.536657e+01 -2.776394e+01 -2.815042e+01 -2.718995e+01 -2.525774e+01 
-3.614377e+00 -5.095699e+00 -6.166510e+00 -6.914821e+00 -7.328683e+00 -7.467050e+00 -7.488937e+00 -1.041918e+01 -1.482552e+01 -1.811149e+01 -1.900853e+01 -1.928854e+01 -1.971595e+01 -2.120653e+01 -2.280234e+01 -2.407910e+01 -2.487802e+01 -2.515126e+01 -2.591032e+01 -2.846860e+01 -2.887323e+01 -2.794528e+01 -2.606850e+01 
-3.210162e+00 -4.719571e+00 -5.874449e+00 -6.689811e+00 -7.144925e+00 -7.311648e+00 -7.348195e+00 -1.094718e+01 -1.540346e+01 -1.871235e+01 -1.960179e+01 -1.982587e+01 -1.995467e+01 -2.111063e+01 -2.275833e+01 -2.414075e+01 -2.499127e+01 -2.534139e+01 -2.628424e+01 -2.909525e+01 -2.952014e+01 -2.863665e+01 -2.683402e+01 
-3.247171e+00 -4.770567e+00 -5.805457e+00 -6.504990e+00 -6.889434e+00 -7.034688e+00 -7.142866e+00 -1.148728e+01 -1.596048e+01 -1.928175e+01 -2.016992e+01 -2.038448e+01 -2.044758e+01 -2.135256e+01 -2.271944e+01 -2.417503e+01 -2.504830e+01 -2.547557e+01 -2.660640e+01 -2.973045e+01 -3.018057e+01 -2.936545e+01 -2.767856e+01 
-3.050141e+00 -4.577166e+00 -5.520670e+00 -6.114299e+00 -6.426406e+00 -6.585667e+00 -7.111520e+00 -1.187692e+01 -1.622113e+01 -1.949404e+01 -2.037909e+01 -2.059724e+01 -2.069880e+01 -2.165414e+01 -2.297648e+01 -2.475043e+01 -2.561749e+01 -2.596150e+01 -2.693137e+01 -3.031620e+01 -3.078778e+01 -3.003124e+01 -2.844103e+01 
-2.461305e+00 -3.989636e+00 -4.893127e+00 -5.484435e+00 -5.958636e+00 -6.819932e+00 -8.880779e+00 -1.321034e+01 -1.687491e+01 -1.952413e+01 -2.039046e+01 -2.078310e+01 -2.160802e+01 -2.309007e+01 -2.456884e+01 -2.620531e+01 -2.697357e+01 -2.717506e+01 -2.755463e+01 -3.096848e+01 -3.138945e+01 -3.063800e+01 -2.908573e+01 
-1.533847e+00 -3.063265e+00 -3.959249e+00 -4.653111e+00 -5.443700e+00 -6.783922e+00 -9.070024e+00 -1.336414e+01 -1.695455e+01 -1.948447e+01 -2.034586e+01 -2.078269e+01 -2.171697e+01 -2.326687e+01 -2.483922e+01 -2.670567e+01 -2.752276e+01 -2.771002e+01 -2.791049e+01 -3.133934e+01 -3.175590e+01 -3.101045e+01 -2.947966e+01 
-4.094457e-01 -1.944825e+00 -2.854738e+00 -3.733232e+00 -4.848465e+00 -6.447316e+00 -8.765192e+00 -1.309099e+01 -1.677256e+01 -1.948064e+01 -2.034845e+01 -2.071571e+01 -2.147128e+01 -2.315204e+01 -2.498964e+01 -2.731138e+01 -2.819247e+01 -2.836865e+01 -2.839252e+01 -3.140561e+01 -3.182455e+01 -3.109570e+01 -2.959662e+01 
8.531721e-01 -7.011604e-01 -1.645981e+00 -2.776373e+00 -4.464053e+00 -6.530605e+00 -8.896822e+00 -1.317541e+01 -1.686644e+01 -1.943605e+01 -2.028453e+01 -2.062797e+01 -2.134727e+01 -2.336715e+01 -2.557126e+01 -2.809321e+01 -2.897963e+01 -2.913752e+01 -2.902826e+01 -3.115103e+01 -3.155322e+01 -3.086425e+01 -2.942855e+01 
2.236220e+00 6.414576e-01 -4.027946e-01 -2.030924e+00 -4.385390e+00 -6.729736e+00 -9.116646e+00 -1.331961e+01 -1.692782e+01 -1.913431e+01 -1.994072e+01 -2.033304e+01 -2.123597e+01 -2.351247e+01 -2.584069e+01 -2.841778e+01 -2.932995e+01 -2.951596e+01 -2.939630e+01 -3.075940e+01 -3.108940e+01 -3.045062e+01 -2.909500e+01 
3.266961e+00 1.653407e+00 4.525557e-01 -1.841040e+00 -4.540138e+00 -6.971884e+00 -9.327509e+00 -1.343182e+01 -1.695146e+01 -1.850309e+01 -1.919781e+01 -1.983437e+01 -2.124084e+01 -2.359243e+01 -2.590008e+01 -2.833027e+01 -2.923540e+01 -2.946493e+01 -2.938635e+01 -3.016071e+01 -3.029370e+01 -2.962391e+01 -2.827710e+01 
4.200136e+00 2.082874e+00 7.190259e-01 -1.356283e+00 -3.988830e+00 -6.425893e+00 -8.726650e+00 -1.245394e+01 -1.590041e+01 -1.711040e+01 -1.833898e+01 -1.965804e+01 -2.146038e+01 -2.443520e+01 -2.678477e+01 -2.918803e+01 -2.994819e+01 -3.015859e+01 -3.015420e+01 -2.964990e+01 -2.859969e+01 -2.688262e+01 -2.231018e+01 
