-7.238276e+00 -8.821975e+00 -9.676388e+00 -1.008783e+01 -1.017301e+01 -9.995853e+00 -9.597273e+00 -9.006750e+00 -8.248127e+00 -7.343330e+00 -6.315395e+00 -5.191744e+00 -4.008561e+00 -2.815086e+00 -1.670654e+00 -6.302013e-01 2.769246e-01 1.065551e+00 1.764942e+00 2.349572e+00 2.813889e+00 3.314945e+00 3.944779e+00 4.767684e+00 5.855642e+00 7.228679e+00 8.965427e+00 1.122561e+01 1.432891e+01 
-8.955506e+00 -1.053943e+01 -1.139408e+01 -1.180578e+01 -1.189124e+01 -1.171439e+01 -1.131618e+01 -1.072614e+01 -9.968194e+00 -9.064388e+00 -8.037940e+00 -6.916456e+00 -5.736193e+00 -4.546247e+00 -3.405819e+00 -2.370431e+00 -1.470039e+00 -6.882592e-01 6.773068e-03 5.907067e-01 1.056234e+00 1.557553e+00 2.172419e+00 2.974133e+00 4.030013e+00 5.334971e+00 6.988832e+00 9.179462e+00 1.223339e+01 
-9.948069e+00 -1.153223e+01 -1.238713e+01 -1.279910e+01 -1.288487e+01 -1.270841e+01 -1.231074e+01 -1.172149e+01 -1.096479e+01 -1.006303e+01 -9.039842e+00 -7.923214e+00 -6.749420e+00 -5.566804e+00 -4.433441e+00 -3.405458e+00 -2.515072e+00 -1.744985e+00 -1.059526e+00 -4.809137e-01 -1.766987e-02 4.816188e-01 1.072074e+00 1.841683e+00 2.852667e+00 4.073043e+00 5.639035e+00 7.765935e+00 1.077712e+01 
-1.050261e+01 -1.208703e+01 -1.294219e+01 -1.335446e+01 -1.344060e+01 -1.326464e+01 -1.286770e+01 -1.227967e+01 -1.152510e+01 -1.062704e+01 -9.610055e+00 -8.503046e+00 -7.342433e+00 -6.175008e+00 -5.056212e+00 -4.043222e+00 -3.173831e+00 -2.430064e+00 -1.769177e+00 -1.209666e+00 -7.597663e-01 -2.697085e-01 2.802327e-01 1.002153e+00 1.954062e+00 3.075892e+00 4.553893e+00 6.623206e+00 9.591217e+00 
-1.073624e+01 -1.232091e+01 -1.317637e+01 -1.358898e+01 -1.367556e+01 -1.350023e+01 -1.310435e+01 -1.251823e+01 -1.176727e+01 -1.087605e+01 -9.871381e+00 -8.784667e+00 -7.653518e+00 -6.522120e+00 -5.440174e+00 -4.467001e+00 -3.652658e+00 -2.975697e+00 -2.377858e+00 -1.872660e+00 -1.464962e+00 -1.003215e+00 -5.359510e-01 1.025873e-01 9.661149e-01 1.956299e+00 3.333754e+00 5.342228e+00 8.256289e+00 
-1.071339e+01 -1.229835e+01 -1.315412e+01 -1.356712e+01 -1.365423e+01 -1.347976e+01 -1.308540e+01 -1.250226e+01 -1.175743e+01 -1.087858e+01 -9.897295e+00 -8.850346e+00 -7.777841e+00 -6.719100e+00 -5.715473e+00 -4.837041e+00 -4.151392e+00 -3.607962e+00 -3.118134e+00 -2.698862e+00 -2.355908e+00 -1.935567e+00 -1.544007e+00 -9.691716e-01 -1.610741e-01 7.557562e-01 2.084009e+00 4.061662e+00 6.929005e+00 
-1.047590e+01 -1.206116e+01 -1.291728e+01 -1.333072e+01 -1.341850e+01 -1.324515e+01 -1.285296e+01 -1.227443e+01 -1.153966e+01 -1.068197e+01 -9.741316e+00 -8.762529e+00 -7.786618e+00 -6.842873e+00 -5.966537e+00 -5.253334e+00 -4.763653e+00 -4.375088e+00 -3.983900e+00 -3.632534e+00 -3.339429e+00 -2.953212e+00 -2.624385e+00 -2.097530e+00 -1.329545e+00 -4.616554e-01 8.331522e-01 2.785762e+00 5.580908e+00 
-1.005490e+01 -1.164048e+01 -1.249699e+01 -1.291096e+01 -1.299954e+01 -1.282768e+01 -1.243858e+01 -1.186697e+01 -1.114798e+01 -1.032410e+01 -9.447326e+00 -8.569744e+00 -7.725707e+00 -6.929390e+00 -6.223610e+00 -5.742766e+00 -5.487024e+00 -5.251609e+00 -4.950780e+00 -4.659845e+00 -4.483938e+00 -4.285938e+00 -4.937182e+00 -4.809562e+00 -4.281870e+00 -3.700353e+00 -2.545502e+00 -6.536169e-01 2.046898e+00 
-9.477745e+00 -1.106368e+01 -1.192062e+01 -1.233518e+01 -1.242475e+01 -1.225481e+01 -1.186994e+01 -1.130835e+01 -1.061281e+01 -9.839010e+00 -9.052243e+00 -8.304020e+00 -7.610345e+00 -6.970126e+00 -6.446101e+00 -6.191213e+00 -6.114165e+00 -5.977635e+00 -5.732301e+00 -5.477396e+00 -5.388335e+00 -5.310776e+00 -6.272731e+00 -6.197525e+00 -5.693586e+00 -5.134095e+00 -3.990944e+00 -2.111247e+00 5.535352e-01 
-8.774495e+00 -1.036080e+01 -1.121820e+01 -1.163342e+01 -1.172413e+01 -1.155656e+01 -1.117721e+01 -1.062918e+01 -9.965965e+00 -9.259434e+00 -8.584015e+00 -7.976747e+00 -7.427708e+00 -6.926515e+00 -6.557755e+00 -6.468746e+00 -6.498834e+00 -6.416227e+00 -6.200796e+00 -5.965276e+00 -5.925378e+00 -5.908168e+00 -6.988362e+00 -6.929387e+00 -6.434196e+00 -5.884668e+00 -4.763228e+00 -2.953887e+00 -6.219588e-01 
-7.988651e+00 -9.575344e+00 -1.043321e+01 -1.084910e+01 -1.094099e+01 -1.077599e+01 -1.040291e+01 -9.870973e+00 -9.246574e+00 -8.617810e+00 -8.059050e+00 -7.581745e+00 -7.152788e+00 -6.760230e+00 -6.506828e+00 -6.526507e+00 -6.618794e+00 -6.566587e+00 -6.368401e+00 -6.144548e+00 -6.134200e+00 -6.150584e+00 -7.289420e+00 -7.238353e+00 -6.749857e+00 -6.215273e+00 -5.176472e+00 -3.658245e+00 -2.261819e+00 
-7.193628e+00 -8.780690e+00 -9.638976e+00 -1.005539e+01 -1.014814e+01 -9.985014e+00 -9.616820e+00 -9.098404e+00 -8.508105e+00 -7.947196e+00 -7.484468e+00 -7.106990e+00 -6.766477e+00 -6.452532e+00 -6.280773e+00 -6.372052e+00 -6.503196e+00 -6.470348e+00 -6.283991e+00 -6.069315e+00 -6.080040e+00 -6.118852e+00 -7.294116e+00 -7.248369e+00 -6.772160e+00 -6.282305e+00 -5.527261e+00 -4.611291e+00 -3.906736e+00 
-6.488242e+00 -8.075621e+00 -8.934193e+00 -9.350806e+00 -9.443609e+00 -9.280310e+00 -8.911978e+00 -8.395132e+00 -7.813804e+00 -7.279531e+00 -6.864685e+00 -6.545830e+00 -6.263680e+00 -6.005855e+00 -5.895457e+00 -6.040731e+00 -6.201294e+00 -6.183998e+00 -6.008545e+00 -5.804468e+00 -5.834598e+00 -5.892627e+00 -7.097691e+00 -7.056893e+00 -6.612705e+00 -6.242696e+00 -6.013521e+00 -5.629362e+00 -5.267523e+00 
-5.924475e+00 -7.512136e+00 -8.370897e+00 -8.787453e+00 -8.879578e+00 -8.714091e+00 -8.340059e+00 -7.809939e+00 -7.203201e+00 -6.637011e+00 -6.206460e+00 -5.901038e+00 -5.652439e+00 -5.439826e+00 -5.391782e+00 -5.599746e+00 -5.796609e+00 -5.799694e+00 -5.639939e+00 -5.453100e+00 -5.507547e+00 -5.590460e+00 -6.839058e+00 -6.805768e+00 -6.464674e+00 -6.328664e+00 -6.538745e+00 -6.409901e+00 -6.212141e+00 
-5.456688e+00 -7.044658e+00 -7.903643e+00 -8.320185e+00 -8.411634e+00 -8.243721e+00 -7.862704e+00 -7.314084e+00 -6.664645e+00 -6.025320e+00 -5.520936e+00 -5.183686e+00 -4.949777e+00 -4.789060e+00 -4.843732e+00 -5.168993e+00 -5.435664e+00 -5.478362e+00 -5.347619e+00 -5.189185e+00 -5.277037e+00 -5.399917e+00 -6.727677e+00 -6.707654e+00 -6.641753e+00 -6.819100e+00 -7.096897e+00 -6.984176e+00 -6.824674e+00 
-5.012575e+00 -6.600908e+00 -7.460215e+00 -7.876934e+00 -7.968119e+00 -7.798679e+00 -7.412596e+00 -6.849076e+00 -6.160523e+00 -5.439447e+00 -4.824474e+00 -4.411139e+00 -4.177186e+00 -4.099812e+00 -4.347848e+00 -4.874351e+00 -5.249895e+00 -5.352233e+00 -5.261199e+00 -5.134665e+00 -5.287052e+00 -5.500243e+00 -7.015210e+00 -7.019580e+00 -7.630189e+00 -8.269492e+00 -8.265985e+00 -7.810267e+00 -7.443095e+00 
-4.548676e+00 -6.137426e+00 -6.997143e+00 -7.414217e+00 -7.505536e+00 -7.335526e+00 -6.946736e+00 -6.374040e+00 -5.658314e+00 -4.869732e+00 -4.135897e+00 -3.608264e+00 -3.361592e+00 -3.419807e+00 -3.941748e+00 -4.681069e+00 -5.153714e+00 -5.306751e+00 -5.247068e+00 -5.145097e+00 -5.440829e+00 -5.826926e+00 -7.623181e+00 -7.657399e+00 -9.113553e+00 -1.016573e+01 -1.036568e+01 -9.744738e+00 -8.946785e+00 
-4.040320e+00 -5.629535e+00 -6.489741e+00 -6.907319e+00 -6.999108e+00 -6.829349e+00 -6.439935e+00 -5.863498e+00 -5.133985e+00 -4.304429e+00 -3.480728e+00 -2.845922e+00 -2.616224e+00 -2.866791e+00 -3.617136e+00 -4.482631e+00 -5.010276e+00 -5.194298e+00 -5.154292e+00 -5.081176e+00 -5.664042e+00 -6.277549e+00 -8.321774e+00 -8.382848e+00 -1.040044e+01 -1.195823e+01 -1.292898e+01 -1.255070e+01 -1.171994e+01 
-3.468575e+00 -5.058312e+00 -5.919094e+00 -6.337348e+00 -6.430003e+00 -6.261471e+00 -5.873934e+00 -5.300398e+00 -4.574568e+00 -3.747544e+00 -2.931123e+00 -2.379958e+00 -2.417323e+00 -2.878930e+00 -3.603165e+00 -4.433331e+00 -4.966233e+00 -5.166425e+00 -5.142294e+00 -5.131973e+00 -6.094934e+00 -6.894992e+00 -9.089262e+00 -9.177274e+00 -1.181089e+01 -1.363759e+01 -1.493377e+01 -1.472801e+01 -1.418872e+01 
